"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Owner Type","Primary Source","Activity Status","Deactivation Date","Season Begin Date","Season End Date","Is Wholesaler","Pop Cat 5","Pop Cat 11","Population Served Count","Is Outstanding Performer","Outstanding Performer Date","Is Source Water Protected","Source Water Protection Date","Service Connections Count","Seasonal Startup System","Org Name","Admin Name","Email Address","Phone Number","Phone Ext Number","Fax Number","Alt Phone Number","Address Line1","Address Line2","City Name","State Code","Zip Code","Country Code","First Reported Date","Last Reported Date"
"CA1500585","OASIS PROPERTY OWNERS ASSOCIATION","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","100","-","-","-","-","39","-","TRINO, VINCE","TRINO, VINCE","vtrino@trinopacking.com","661-599-0915","-","-","-","PO BOX 70843","-","BAKERSFIELD","CA","93387","US","21-DEC-1992","29-MAR-2019"
"CA1510028","MIL POTRERO MWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","501-3,300","1,001-3,300","1,600","-","-","-","-","2325","-","CARRUTH, JAMES R","CARRUTH, JAMES R","rcarruth@mpmwc.com","661-242-3230","-","661-242-3232","-","P.O. BOX ""W""","-","PINE MOUNTAIN CLUB","CA","93222","US","22-MAR-1979","29-MAR-2019"
"CA4910013","VALLEY OF THE MOON WATER DISTRICT","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","22,536","-","-","-","-","7001","-","MUELRATH, DANIEL","MUELRATH, DANIEL","dmuelrath@vomwd.com","707-996-1037","-","707-996-7615","-","P.O. Box 280","-","EL VERANO","CA","95433","US","22-MAR-1979","29-MAR-2019"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","Region 9","California","Community water system","State","State government","Ground water purchased","Active","-","-","-","N","3,301-10,000","3,301-10,000","3,800","-","-","-","-","1357","-","TAMPKINS, CYNTHIA","TAMPKINS, CYNTHIA","Cynthia.Tampkins@cdcr.ca.gov","951-737-2683","2950","-","-","P.O.Box 1841","5th & Western","NORCO","CA","92860","US","06-JAN-1994","29-MAR-2019"
"CA4500093","RED HILL MOBILEHOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","35","-","-","-","-","24","-","STEURER, TIMOTHY","STEURER, TIMOTHY","tsteurer@hotmail.com","707-726-9181","-","916-933-5420","-","4042 BANCROFT DR","-","EL DORADO HILLS","CA","95762-6933","US","22-MAR-1979","29-MAR-2019"
"CA4500094","RIVERLAND MOBILEHOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","274","-","-","-","-","93","-","LTD, NOW","LTD, NOW","riverland@nowlimited.com","530-365-1435","-","-","-","729 SUNRISE AVE #303","-","ROSEVILLE","CA","95661","US","22-MAR-1979","29-MAR-2019"
"CA4500102","BEAR MOUNTAIN RV RESORT","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","50","-","-","-","-","84","-","WINTERBERG, WILLIAM&VALERIE","WINTERBERG, WILLIAM&VALERIE","rownoasis@aol.com","530-275-4728","-","-","-","14216 BEAR MOUNTAIN RD","-","REDDING","CA","96003","US","22-MAR-1979","29-MAR-2019"
"CA4500104","SUNRISE MOBILEHOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","25","-","-","-","-","16","-","ONEILL, ROARK","ONEILL, ROARK","roarkies@gmail.com","415-308-5085","-","-","-","161 PIXLEY ST","-","SAN FRANCISCO","CA","94123","US","22-MAR-1979","29-MAR-2019"
"CA1310005","HOLTVILLE, CITY OF","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","3,301-10,000","3,301-10,000","6,032","-","-","-","-","1507","-","CHAVEZ, ALEX","CHAVEZ, ALEX","achavez@holtville.ca.gov","760-356-3186","-","-","-","121 W. 5TH ST.","-","HOLTVILLE","CA","92250","US","22-MAR-1979","29-MAR-2019"
"CA4900533","MORTON'S WARM SPRINGS (PUC)","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","71","-","-","-","-","21","-","WADSWORTH, SEAN","WADSWORTH, SEAN","sean@mortonswarmsprings.com","805-459-9121","-","707-833-1532","-","1651 Warm Springs Road","-","GLEN ELLEN","CA","95442","US","22-MAR-1979","29-MAR-2019"
"CA4500013","LAKESIDE WOODS MUTUAL WATER CO","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","310","-","-","-","-","111","-","LUNDQUIST, MICHELLE","LUNDQUIST, MICHELLE","mlundquist@covariant.com","530-440-5159","-","-","-","P.O. BOX 25","-","LAKEHEAD","CA","96007","US","22-MAR-1979","29-MAR-2019"
"CA5810700","BEALE AIR FORCE BASE","Region 9","California","Community water system","State","Federal government","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","7,761","-","-","-","-","804","-","HENDRIX, CALVIN","HENDRIX, CALVIN","Calvin.hendrix@us.af.mil","530-368-2934","-","-","-","6425 B Street","-","BEALE AFB","CA","95903","US","05-JAN-1981","29-MAR-2019"
"CA5700712","CAL AM - DUNNIGAN","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","400","-","-","-","-","173","-","PETERSON, TRAVIS","PETERSON, TRAVIS","travis.peterson@amwater.com","916-568-4220","-","-","-","4701 Beloit Dr.","-","SACRAMENTO","CA","95838","US","30-NOV-1981","29-MAR-2019"
"CA4300577","RANCHO ROBLES MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","112","-","-","-","-","41","-","SPARKS, MARGO","SPARKS, MARGO","mmsparks@yahoo.com","408-375-4052","-","-","-","2975 Paseo Robles","-","SAN MARTIN","CA","95046","US","30-NOV-1981","29-MAR-2019"
"CA1610005","LEMOORE, CITY OF","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","26,093","-","-","-","-","6819","-","OLSON, NATHAN","OLSON, NATHAN","nolson@lemoore.com","559-924-6737","-","559-924-6708","-","711 W. CINNAMON DRIVE","-","LEMOORE","CA","93245","US","22-MAR-1979","29-MAR-2019"
"CA4810001","CITY OF BENICIA","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","10,001-100,000","10,001-50,000","28,000","-","-","-","-","9814","-","DI RENZO, CHRISTIAN","DI RENZO, CHRISTIAN","CDiRenzo@ci.benicia.ca.us","707-746-4240","-","-","-","250 East L Street","-","BENICIA","CA","94510-3239","US","22-MAR-1979","29-MAR-2019"
"CA0103040","NORRIS CANYON PROPERTY OWNERS ASSN","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","50","-","-","-","-","19","-","FERRIS, MARY JO","FERRIS, MARY JO","Mojoferris@yahoo.com","-","-","-","-","8721 Norris Canyon Road","-","CASTRO VALLEY","CA","94552-9520","US","27-JAN-1983","29-MAR-2019"
"CA1110001","CITY OF ORLAND","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","7,815","-","-","-","-","2559","-","VONASEK, ED","VONASEK, ED","Evonasek@CITYOFORLAND.COM","530-865-1611","-","-","-","815 4TH STREET","-","ORLAND","CA","95963","US","22-MAR-1979","29-MAR-2019"
"CA0110009","DUBLIN SAN RAMON SERVICES DISTRICT","Region 9","California","Community water system","State","Local government","Surface water purchased","Active","-","-","-","N","10,001-100,000","50,001-100,000","86,895","-","-","-","-","24923","-","MARTIN, DAN","MARTIN, DAN","DMartin@dsrsd.com","925-931-5523","-","-","-","7051 DUBLIN BLVD","-","DUBLIN","CA","94568-3018","US","22-MAR-1979","29-MAR-2019"
"CA1010800","CAL FIRE - MIRAMONTE CONSERVATION CAMP","Region 9","California","Community water system","State","State government","Ground water","Active","-","-","-","N","<=500","<=100","100","-","-","-","-","8","-","SEE, BILL","SEE, BILL","Bill.See@fire.ca.gov","559-281-4303","-","-","-","49039 Orchard Drive","-","MIRAMONTE","CA","93641","US","31-MAR-1980","29-MAR-2019"
"CA1010042","MALAGA COUNTY WATER DISTRICT","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","501-1,000","947","-","-","-","-","509","-","ANDERSON, JAMES D.","ANDERSON, JAMES D.","ja@malagacwd.org","559-485-7353","-","559-485-7319","-","3580 S. FRANK STREET","-","FRESNO","CA","93725","US","22-MAR-1979","29-MAR-2019"
"CA5400710","BADGER HILL ESTATES","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","300","-","-","-","-","97","-","MCNIECE, KENT","MCNIECE, KENT","kent.mcniece@gmail.com","559-592-5939","-","-","-","1 HIGH SIERRA DR.","-","EXETER","CA","93221","US","21-DEC-1992","29-MAR-2019"
"CA4000802","SANTA YSABEL RANCH MWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","25","-","-","-","-","146","-","_LLOYD, DAN","_LLOYD, DAN","butchkwid@yahoo.com","805-239-1640","-","-","-","SANTA YSABEL AVE","-","PASO ROBLES","CA","93446","US","24-MAY-2003","29-MAR-2019"
"CA4000803","RANCHO SALINAS  MBWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","50","-","-","-","-","20","-","_HOLMES, BARRY","_HOLMES, BARRY","bholmes@sanmiguelcsd.org","805-391-0227","CELL","-","-","AMANDA WAY","-","PASO ROBLES","CA","93446","US","24-MAY-2003","29-MAR-2019"
"CA0310021","AWA - CAMANCHE VILLAGE","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","1,001-3,300","2,384","-","-","-","-","722","-","MANCEBO, GENE","MANCEBO, GENE","gmancebo@amadorwater.org","209-257-5245","-","-","-","12800 Ridge Road","-","SUTTER CREEK","CA","95685","US","06-JAN-1994","29-MAR-2019"
"CA2800548","SILVERADO PINES MOBILE HOME","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","255","-","-","-","-","1","-","_DEBRUIN, JOHN","_DEBRUIN, JOHN","-","707-254-0950","-","-","-","150 SILVERADO TRAIL","-","NAPA","CA","94558","US","22-MAR-1979","29-MAR-2019"
"CA1510022","WEST KERN WATER DISTRICT","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","Y","10,001-100,000","10,001-50,000","22,462","-","-","-","-","7955","-","STARKEY, HARRY O.","STARKEY, HARRY O.","harry@wkwd.org","661-763-3151","105","661-765-4871","-","P.O. Box 1105","-","TAFT","CA","93268","US","22-MAR-1979","29-MAR-2019"
"CA1510046","LOST HILLS UTILITY DISTRICT","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","Y","501-3,300","1,001-3,300","2,412","-","-","-","-","430","-","1510046, BOARD OF DIRECTORS","1510046, BOARD OF DIRECTORS","lhutilitydistrict@exede.net","661-797-2903","-","661-797-2903","-","P. O. BOX 246","-","LOST HILLS","CA","93249","US","25-JAN-1983","29-MAR-2019"
"CA5410004","FARMERSVILLE, CITY OF","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","11,399","-","-","-","-","2587","-","DOWLEN, JEFF","DOWLEN, JEFF","farmersvillepw@sbcglobal.net","559-747-3330","-","559-747-4064","-","909 WEST VISALIA ROAD","-","FARMERSVILLE","CA","93223","US","22-MAR-1979","29-MAR-2019"
"CA4200802","OAK TRAIL RANCH","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","105","-","-","-","-","31","-","_GRANGER, SUSAN","_GRANGER, SUSAN","-","805-688-4982","-","-","-","PO BOX 1056","-","SANTA YNEZ","CA","93460","US","22-MAR-1979","29-MAR-2019"
"CA4910008","RUSSIAN RIVER COUNTY WATER DISTRICT","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","Y","3,301-10,000","3,301-10,000","4,150","-","-","-","-","1257","-","DUNTON, JAMES","DUNTON, JAMES","rruwater@sonic.net","707-887-7735","-","707-887-9445","-","P.O. Box 730","-","FORESTVILLE","CA","95436","US","22-MAR-1979","29-MAR-2019"
"CA2010014","HILLVIEW WATER CO-GOLDSIDE-HIL","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","501-3,300","1,001-3,300","1,026","-","-","-","-","311","-","FOSTER, JAMES","FOSTER, JAMES","H2o4@STI.NET","559-683-4322","-","559-683-7775","-","PO BOX 2269","-","OAKHURST","CA","93644","US","30-OCT-1984","29-MAR-2019"
"CA2010013","HILLVIEW WATER CO-COARSEGOLD","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","79","-","-","-","-","25","-","FOSTER, JAMES","FOSTER, JAMES","H2o4@STI.NET","559-683-4322","-","559-683-7775","-","PO BOX 2269","-","OAKHURST","CA","93644","US","30-OCT-1984","29-MAR-2019"
"CA2010012","HILLVIEW WATER CO-RAYMOND","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","307","-","-","-","-","94","-","FOSTER, JAMES","FOSTER, JAMES","H2o4@STI.NET","559-683-4322","-","559-683-7775","-","PO BOX 2269","-","OAKHURST","CA","93644","US","30-OCT-1984","29-MAR-2019"
"CA2010007","HILLVIEW WC-OAKHURST/SIERRA LAKES","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","3,818","-","-","-","-","1043","-","FOSTER, JAMES","FOSTER, JAMES","H2o4@STI.NET","559-683-4322","-","559-683-7775","-","PO BOX 2269","-","OAKHURST","CA","93644","US","31-MAR-1980","29-MAR-2019"
"CA3310075","WESTERN MWD (ARLINGTON)","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","Y","<=500","<=100","0","-","-","-","-","3","-","RUGGE, PAUL","RUGGE, PAUL","PRugge@wmwd.com","951-789-5155","-","951-780-0272","-","16451 El Sobrante Rd.","-","RIVERSIDE","CA","92503","US","06-JAN-1994","29-MAR-2019"
"CA3310036","WESTERN MWD - MURRIETA DIVISION","Region 9","California","Community water system","State","Local government","Surface water purchased","Active","-","-","-","N","10,001-100,000","10,001-50,000","12,381","-","-","-","-","2758","-","RUGGE, PAUL","RUGGE, PAUL","PRugge@wmwd.com","951-789-5155","-","951-780-0272","-","16451 El Sobrante Rd.","-","RIVERSIDE","CA","92503","US","22-MAR-1979","29-MAR-2019"
"CA1310800","CALIPATRIA STATE PRISON","Region 9","California","Community water system","State","State government","Surface water purchased","Active","-","-","-","N","3,301-10,000","3,301-10,000","4,800","-","-","-","-","2100","-","MONTGOMERY, W.L.","MONTGOMERY, W.L.","warren.montgomery@cdcr.ca.gov","-","-","-","-","P.O. Box 731","-","IMPERIAL","CA","92251","US","06-JAN-1994","29-MAR-2019"
"CA0410002","CAL-WATER SERVICE CO.-CHICO","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N",">100,000","100,001-250,000","105,660","-","-","-","-","28202","-","JAMES, SOPHIE","JAMES, SOPHIE","sjames@calwater.com","408-367-8593","-","-","-","1720 North First Street","-","SAN JOSE","CA","95112-4508","US","22-MAR-1979","29-MAR-2019"
"CA1500407","CWS-SPLIT MOUNTAIN WATER SYSTEM","Region 9","California","Community water system","State","Private","Groundwater under influence of surface water","Active","-","-","-","N","<=500","101-500","209","-","-","-","-","162","-","JAMES, SOPHIE","JAMES, SOPHIE","sjames@calwater.com","408-367-8593","-","-","-","1720 North First Street","-","SAN JOSE","CA","95112-4508","US","22-MAR-1979","29-MAR-2019"
"CA1500374","CWS-GRAND OAKS WATER SYSTEM","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","149","-","-","-","-","45","-","JAMES, SOPHIE","JAMES, SOPHIE","sjames@calwater.com","408-367-8593","-","-","-","1720 North First Street","-","SAN JOSE","CA","95112-4508","US","22-MAR-1979","29-MAR-2019"
"CA1500333","CWS - FREMONT VALLEY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","114","-","-","-","-","77","-","JAMES, SOPHIE","JAMES, SOPHIE","sjames@calwater.com","408-367-8593","-","-","-","1720 North First Street","-","SAN JOSE","CA","95112-4508","US","22-MAR-1979","29-MAR-2019"
"CA3601182","HIGH DESERT DETENTION CENTER","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","<=500","101-500","300","-","-","-","-","1","-","COX, DON","COX, DON","dcox@sbcsd.org","760-530-9300","-","-","-","9438 Commerce Way","-","ADELANTO","CA","92301","US","02-JUN-2014","29-MAR-2019"
"CA5400655","CENTRAL MUTUAL WATER CO","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","112","-","-","-","-","41","-","CARPENTER, PAULETTE","CARPENTER, PAULETTE","paulette_carpenter@excite.com","559-269-2626","-","-","-","P.O. BOX 1431","-","PORTERVILLE","CA","93258","US","22-MAR-1979","29-MAR-2019"
"CA3000519","HYNES ESTATES MUTUAL WATER CO.","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","120","-","-","-","-","42","-","WARREN, CAROL","WARREN, CAROL","cwarren@antarra.com","714-898-5996","-","-","-","11732 Court Lane","-","ANAHEIM","CA","92804","US","22-MAR-1979","29-MAR-2019"
"CA4210004","GOLETA WATER DISRICT","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","10,001-100,000","50,001-100,000","86,721","-","-","-","-","16062","-","MCINNES, JOHN","MCINNES, JOHN","jmcinnes@goletawater.com","805-879-4621","-","805-879-4656","-","4699 Hollister Avenue","-","GOLETA","CA","93110","US","22-MAR-1979","29-MAR-2019"
"CA1502465","PANAMA ROAD PROPERTY OWNERS ASSOC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","45","-","-","-","-","16","-","BROOKS, RENEE","BROOKS, RENEE","renee.brooks3655@gmail.com","661-203-6551","-","-","-","9431 BRUNO","-","BAKERFIELD","CA","93307","US","06-MAR-1987","29-MAR-2019"
"CA5610043","OAK PARK WATER SERVICE","Region 9","California","Community water system","State","Private","Surface water purchased","Active","-","-","-","N","10,001-100,000","10,001-50,000","12,200","-","-","-","-","4591","-","JONES, RICHARD","JONES, RICHARD","richardjones@vrsd.com","805-658-4648","-","-","-","1001 Partridge Drive Suite 150","-","VENTURA","CA","93003","US","22-MAR-1979","29-MAR-2019"
"CA3610025","JOSHUA BASIN WATER DISTRICT","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","9,577","-","-","-","-","4782","-","SAUER, CURT","SAUER, CURT","csauer@jbwd.com","760-366-8438","-","-","-","PO Box 675","-","JOSHUA TREE","CA","92252","US","22-MAR-1979","29-MAR-2019"
"CA5010019","TURLOCK, CITY OF","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","50,001-100,000","72,050","-","-","-","-","18616","-","COOKE, MICHAEL","COOKE, MICHAEL","mcooke@turlock.ca.us","209-668-5590","-","209-668-5695","-","156 S Broadway, Suite 270","-","TURLOCK","CA","95380","US","22-MAR-1979","29-MAR-2019"
"CA2400201","VOLTA COMMUNITY SD","Region 9","California","Community water system","State","Public/Private","Ground water","Active","-","-","-","N","<=500","101-500","200","-","-","-","-","42","-","LEONARD, JOHN","LEONARD, JOHN","info@voltawater.com","209-829-3406","-","209-826-6570","-","PO BOX 2406","-","LOS BANOS","CA","93635","US","21-DEC-1992","29-MAR-2019"
"CA3910006","STOCKTON EAST WATER DISTRICT","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","Y","<=500","<=100","50","-","-","-","-","4","-","MOODY, SCOTT","MOODY, SCOTT","smoody@sewd.net","209-948-0333","-","-","-","PO BOX 5157","6767 E. MAIN STREET","STOCKTON","CA","95205","US","31-MAR-1980","29-MAR-2019"
"CA2710702","FORT HUNTER LIGGETT","Region 9","California","Community water system","State","Federal government","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","5,500","-","-","-","-","219","-","MOELLER, MICHAEL","MOELLER, MICHAEL","michael.b.moeller.civ@mail.mil","831-386-2219","-","-","-","P.O. Box 7090","-","USAG FORT HUNTER LIGGETT","CA","93928-7090","US","31-MAR-1986","29-MAR-2019"
"CA4900675","ROSELAND MOBILE HOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","130","-","-","-","-","70","-","HATHAWAY, STEVE","HATHAWAY, STEVE","steve@ansoproperties.com","714-508-0355","-","949-388-8134","-","31815 Camino Capistrano, Suite 33","-","SAN JUAN CAPISTRANO","CA","92675","US","22-MAR-1979","29-MAR-2019"
"CA4100551","MARCHI CENTRAL FARM","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","50","-","-","-","-","9","-","MARCHI, PETER","MARCHI, PETER","redmarchi@msn.com","650-726-4301","-","-","-","P.O. Box 827","-","PESCADERO","CA","94060","US","22-MAR-1979","29-MAR-2019"
"CA2310001","FORT BRAGG, CITY OF","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","3,301-10,000","3,301-10,000","7,250","-","-","-","-","2822","-","VARGA, TOM","VARGA, TOM","TVarga@fortbragg.com","707-961-2823","117","707-961-2802","-","416 N. Franklin Street","-","FORT BRAGG","CA","95437","US","22-MAR-1979","29-MAR-2019"
"CA5010018","RIVERBANK, CITY OF","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","23,734","-","-","-","-","6698","-","RIDDELL, MICHAEL","RIDDELL, MICHAEL","mriddell@riverbank.org","209-869-7128","-","-","-","6707 Third St.","-","RIVERBANK","CA","95367","US","22-MAR-1979","29-MAR-2019"
"CA4010019","TEMPLETON CSD","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","6,883","-","-","-","-","2401","-","BRILTZ, JEFF","BRILTZ, JEFF","jbriltz@templetoncsd.org","805-434-4820","-","-","-","PO Box 780","-","TEMPLETON","CA","93465","US","22-MAR-1979","29-MAR-2019"
"CA1700568","HARBOR VIEW MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Surface water","Active","-","-","-","N","501-3,300","501-1,000","550","-","-","-","-","246","-","SMYTHE, THOMAS","SMYTHE, THOMAS","rivierawest@gmail.com","707-279-8544","-","-","-","8475 Harbor View Drive","-","KELSEYVILLE","CA","95451","US","22-MAR-1979","29-MAR-2019"
"CA4300924","PARKWAY LAKES RV PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","250","-","-","-","-","65","-","TRAVASSOS, RICHARD","TRAVASSOS, RICHARD","RICHARD@CCMPROPERTIES.COM","916-919-8862","-","-","-","3511 Del Paso Road","STE 160 RM 240","SACRAMENTO","CA","95835-2808","US","21-DEC-1992","29-MAR-2019"
"CA0103041","TRAILER HAVEN MOBILE HOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","501-3,300","501-1,000","543","-","-","-","-","194","-","TRAVASSOS, RICHARD","TRAVASSOS, RICHARD","RICHARD@CCMPROPERTIES.COM","916-919-8862","-","-","-","3511 Del Paso Road","STE 160 RM 240","SACRAMENTO","CA","95835-2808","US","27-JAN-1983","29-MAR-2019"
"CA1100436","ORLAND OAKS MHP","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","150","-","-","-","-","83","-","TRAVASSOS, RICHARD","TRAVASSOS, RICHARD","RICHARD@CCMPROPERTIES.COM","916-919-8862","-","-","-","3511 Del Paso Road","STE 160 RM 240","SACRAMENTO","CA","95835-2808","US","28-MAR-1986","29-MAR-2019"
"CA1100237","WILLOWS MOBILE HOME COMMUNITY & RV PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","150","-","-","-","-","87","-","TRAVASSOS, RICHARD","TRAVASSOS, RICHARD","RICHARD@CCMPROPERTIES.COM","916-919-8862","-","-","-","3511 Del Paso Road","STE 160 RM 240","SACRAMENTO","CA","95835-2808","US","28-MAR-1986","29-MAR-2019"
"CA2300837","YOKAYO TRIBE OF INDIANS","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","75","-","-","-","-","23","-","MITCHELL, TYRONE","MITCHELL, TYRONE","mitchellcassandra@hotmail.com","707-272-3998","-","-","-","P.O. Box 252","-","UKIAH","CA","95482","US","17-FEB-1996","29-MAR-2019"
"CA2701040","MCCOY RD  WS #05","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","72","-","-","-","-","24","-","PATEL, NAYAN","PATEL, NAYAN","nayan.patel@sbcglobal.net","831-443-4494","-","-","-","-","258 CHAPARRAL ST","SALINAS","CA","93906","US","22-MAR-1979","29-MAR-2019"
"CA2700663","MURPHY HILL WS #02","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","60","-","-","-","-","20","-","KLEPEIS, NEIL","KLEPEIS, NEIL","nklepeis@gmail.com","831-726-2033","-","-","-","PO BOX 194","-","AROMAS","CA","95004","US","22-MAR-1979","29-MAR-2019"
"CA2701904","SAN JERARDO COOP WS","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","249","-","-","-","-","67","-","REDMAN, LYNETTE","REDMAN, LYNETTE","redmanl@co.monterey.ca.us","831-796-6038","-","-","-","168 W. ALISAL STE 2ND FL","-","SALINAS","CA","93901","US","30-NOV-1981","29-MAR-2019"
"CA4510006","CITY OF SHASTA LAKE","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","10,001-100,000","10,001-50,000","10,386","-","-","-","-","3752","-","THOMASY, TONY","THOMASY, TONY","tthomasy@cityofshastalake.org","530-275-7450","-","-","-","P.O. Box 777","-","SHASTA LAKE","CA","96019","US","22-MAR-1979","29-MAR-2019"
"CA3310003","BLYTHE - CITY OF","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","12,348","-","-","-","-","3387","-","BALDIZZONE, ARMANDO","BALDIZZONE, ARMANDO","ABaldizzone@cityofblythe.ca.gov","760-922-6611","-","-","-","440 South Main St.","-","BLYTHE","CA","92225","US","22-MAR-1979","29-MAR-2019"
"CA3301630","BLYTHE - HIDDEN BEACHES","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","<=500","101-500","356","-","-","-","-","117","-","BALDIZZONE, ARMANDO","BALDIZZONE, ARMANDO","ABaldizzone@cityofblythe.ca.gov","760-922-6611","-","-","-","440 South Main St.","-","BLYTHE","CA","92225","US","22-MAR-1979","29-MAR-2019"
"CA3301428","BLYTHE - MESA RANCH","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","501-1,000","548","-","-","-","-","182","-","BALDIZZONE, ARMANDO","BALDIZZONE, ARMANDO","ABaldizzone@cityofblythe.ca.gov","760-922-6611","-","-","-","440 South Main St.","-","BLYTHE","CA","92225","US","22-MAR-1979","29-MAR-2019"
"CA3110003","FORESTHILL PUBLIC UTILITY DIST","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","3,301-10,000","3,301-10,000","6,000","-","-","-","-","2023","-","WHITE, HENRY","WHITE, HENRY","gm@foresthillpud.com","530-367-2511","-","-","-","PO Box 266","-","FORESTHILL","CA","95631","US","22-MAR-1979","29-MAR-2019"
"CA5810001","CAL-WATER SERVICE CO.-MARYSVILLE","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","12,210","-","-","-","-","3645","-","JAMES, SOPHIE","JAMES, SOPHIE","sjames@calwater.com","408-367-8593","-","-","-","1720 North First Street","-","SAN JOSE","CA","95112-4508","US","22-MAR-1979","29-MAR-2019"
